run_id,condition_id,condition_name,model,model_label,temperature,timestamp,attempts,parse_success,AAPL,MSFT,GOOGL,JNJ,UNH,PFE,JPM,GS,XOM,CVX,PG,KO,CAT,HON,AMZN,NVDA,V,LLY,BA,MMM
gemini_technical_026_20260428T202617270254,2,technical,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:26:27.655648,1,True,1.010101,10.606061,1.010101,2.020202,1.010101,1.010101,17.171717,2.525253,1.010101,1.515152,2.020202,16.161616,1.010101,1.010101,1.010101,1.010101,3.030303,14.646465,18.686869,2.525253
gemini_control_013_20260428T202629659771,0,control,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:26:40.762320,1,True,6.796117,9.708738,7.76699,3.883495,5.825243,1.941748,5.825243,2.912621,4.368932,3.398058,3.883495,2.912621,3.398058,2.912621,6.796117,11.650485,4.854369,8.737864,1.456311,0.970874
gemini_combined_026_20260428T202642769897,3,combined,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:26:53.768905,1,True,2.116402,12.169312,4.761905,2.116402,1.058201,1.587302,12.698413,2.645503,2.645503,1.587302,3.174603,9.52381,1.058201,1.587302,3.174603,8.465608,4.232804,15.873016,5.291005,4.232804
gemini_control_017_20260428T202655780129,0,control,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:27:06.669990,1,True,8.542714,9.547739,7.035176,3.517588,5.025126,2.01005,5.527638,3.015075,4.020101,3.517588,4.020101,3.517588,4.020101,3.517588,7.537688,10.050251,6.030151,6.532663,1.507538,1.507538
gemini_control_028_20260428T202708681504,0,control,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:27:19.366407,1,True,9.547739,10.050251,7.537688,3.517588,5.025126,2.01005,6.030151,3.015075,4.020101,3.015075,4.020101,3.517588,3.015075,2.512563,8.040201,11.055276,5.527638,6.532663,1.005025,1.005025
gemini_fundamental_001_20260428T202721373680,1,fundamental,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:27:33.191561,1,True,4.522613,10.552764,11.055276,2.01005,2.01005,3.517588,6.532663,3.015075,4.020101,3.015075,3.517588,2.512563,4.020101,3.015075,9.045226,12.060302,5.527638,5.025126,0.502513,4.522613
gemini_fundamental_005_20260428T202735203700,1,fundamental,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:27:46.175085,1,True,4.1,6.3,7.4,2.0,2.2,6.5,7.9,7.1,5.1,4.4,3.7,2.5,4.6,3.4,6.8,8.5,5.9,5.4,1.1,5.1
gemini_combined_004_20260428T202748185403,3,combined,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:28:00.841192,1,True,2.645503,11.640212,6.878307,2.116402,1.587302,3.174603,8.994709,4.232804,3.703704,2.116402,3.174603,7.407407,1.587302,2.116402,5.291005,8.465608,4.761905,10.05291,5.820106,4.232804
gemini_control_003_20260428T202802853259,0,control,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:28:14.557639,1,True,6.5,12.0,8.0,3.0,6.0,2.0,5.5,2.5,4.0,3.0,3.5,3.0,4.0,3.5,7.0,11.0,5.0,7.5,1.5,1.5
gemini_control_014_20260428T202816568247,0,control,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:28:31.050118,1,True,7.317073,9.268293,7.804878,3.902439,5.853659,2.439024,5.365854,2.926829,3.902439,3.414634,4.390244,3.902439,3.414634,3.902439,6.829268,8.780488,5.853659,7.317073,1.463415,1.95122
gemini_technical_021_20260428T202833056911,2,technical,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:29:26.139757,3,True,1.005025,7.035176,1.005025,2.512563,1.005025,1.005025,17.085427,2.512563,1.005025,1.507538,3.015075,20.100503,1.005025,1.005025,1.005025,1.005025,5.025126,14.070352,15.075377,3.015075
